rms_norm,crest_factor,kurtosis,temperature_delta,label
0.9842,3.4963,3.3851,1.28,Healthy
1.0966,2.6436,2.1217,1.80,Healthy
0.8950,3.0171,3.8975,0.90,Healthy
2.7375,4.3318,6.3914,8.92,Degraded
6.2079,7.4750,11.6555,43.31,Danger
0.8578,2.9279,3.5700,1.56,Healthy
5.1056,6.4972,13.8215,29.15,Danger
0.9208,3.0638,3.3853,3.84,Healthy
4.1313,7.3350,15.4886,28.23,Danger
1.0382,2.6605,2.8092,3.64,Healthy
0.9548,3.1748,3.2630,2.33,Healthy
1.0161,2.8873,3.2895,3.00,Healthy
1.0311,2.6930,3.1420,3.06,Healthy
1.3369,4.2299,5.9794,10.44,Degraded
1.0342,3.1619,3.0012,2.39,Healthy
0.8323,2.7550,3.2299,2.34,Healthy
0.9905,3.5381,3.0387,0.38,Healthy
1.0857,2.7803,3.2084,0.80,Healthy
1.0917,3.1271,2.9548,3.12,Healthy
3.5079,4.6464,4.4115,8.96,Degraded
1.1789,3.1134,3.1124,3.53,Healthy
4.4794,5.2774,12.3344,45.02,Danger
0.9496,2.9508,3.0082,2.25,Healthy
0.8510,3.0146,2.9116,1.26,Healthy
1.1153,3.4596,2.7760,2.99,Healthy
2.0909,4.3455,4.7527,8.55,Degraded
0.9581,2.7490,3.3108,2.09,Healthy
0.8355,3.0681,3.2757,1.00,Healthy
1.1826,3.4894,3.5774,1.74,Healthy
4.9884,8.1878,10.3723,38.71,Danger
0.9869,2.7759,3.5212,2.68,Healthy
1.0470,2.8618,3.2072,1.23,Healthy
0.9252,2.9013,2.9366,0.00,Healthy
1.1548,2.4527,2.9743,4.51,Healthy
2.5631,4.5424,5.3462,11.11,Degraded
1.2097,2.4416,2.2604,0.48,Healthy
2.2125,4.3745,4.4912,8.77,Degraded
0.9635,2.7681,2.7189,0.57,Healthy
1.0111,2.8988,3.0244,3.23,Healthy
5.1309,5.1253,11.4320,37.16,Danger
0.7817,2.9625,2.8264,1.49,Healthy
1.0195,2.9868,3.5712,1.45,Healthy
2.0128,4.2779,5.7949,9.90,Degraded
3.9134,7.0052,14.1554,30.82,Danger
1.8723,4.4514,5.8570,13.71,Degraded
1.0049,3.1611,3.3515,1.08,Healthy
2.0430,4.8189,3.9477,17.88,Degraded
1.1401,2.7423,2.7440,1.00,Healthy
2.9587,4.7586,4.0816,7.09,Degraded
2.4516,4.7369,5.4768,17.89,Degraded
3.3335,4.7341,7.1067,9.90,Degraded
3.0955,5.2367,5.5659,13.59,Degraded
1.0457,3.0076,3.4230,0.00,Healthy
0.9111,2.7325,3.0560,3.60,Healthy
1.0931,2.9207,3.5038,2.58,Healthy
0.7972,3.4167,2.3182,1.51,Healthy
1.2286,2.9869,3.1636,1.10,Healthy
2.2667,3.9476,3.5000,17.09,Degraded
1.1128,3.1813,3.1374,4.00,Healthy
1.1410,3.1437,2.6817,1.15,Healthy
1.2302,2.8138,3.3389,2.13,Healthy
1.0320,3.5980,3.1263,1.58,Healthy
1.0286,2.9550,3.8149,0.00,Healthy
2.4317,3.8059,5.5766,19.20,Degraded
2.7278,4.4232,6.4056,9.44,Degraded
4.4508,7.2000,15.4340,36.90,Danger
0.8539,2.5656,2.7515,0.00,Healthy
0.7533,3.1327,3.3353,4.92,Healthy
3.7610,7.9395,12.7680,18.56,Danger
0.9527,2.7290,3.1571,2.67,Healthy
1.1081,2.9388,3.0711,2.80,Healthy
0.8054,3.1627,3.3185,3.55,Healthy
0.9998,3.0376,3.4185,2.10,Healthy
1.8024,5.9529,4.8512,16.16,Degraded
2.5191,4.0930,6.1374,14.41,Degraded
2.0629,3.9262,3.7412,16.78,Degraded
0.9493,3.5408,2.8216,2.62,Healthy
1.7048,4.6246,6.6226,15.23,Degraded
3.9530,8.7667,9.9102,25.63,Danger
1.1924,3.3518,2.4776,1.52,Healthy
1.0333,3.4133,3.2208,1.89,Healthy
0.9624,2.7736,3.4695,3.91,Healthy
0.8922,3.2321,2.8388,1.83,Healthy
1.8066,5.2815,6.4982,9.71,Degraded
1.0075,2.9073,3.4393,1.02,Healthy
0.8181,3.0286,2.6250,1.07,Healthy
1.0659,2.7123,2.8426,2.63,Healthy
2.0326,5.2727,4.4174,10.45,Degraded
2.3696,5.8762,4.6543,18.15,Degraded
2.2081,4.7635,4.7984,18.93,Degraded
2.0384,3.9967,5.6785,8.49,Degraded
1.3886,3.8928,4.4899,9.14,Degraded
1.1415,2.8111,3.4490,2.97,Healthy
0.9512,3.4629,2.8715,0.24,Healthy
1.0501,3.4675,3.4667,1.44,Healthy
0.8745,2.5602,2.9626,2.71,Healthy
0.9315,2.4974,3.0728,0.96,Healthy
2.5362,3.9291,4.4342,7.48,Degraded
1.0700,3.6993,3.0371,0.67,Healthy
1.1018,2.9235,3.0986,0.00,Healthy
0.9620,2.4790,2.9807,4.55,Healthy
4.5383,7.3691,10.8881,32.08,Danger
0.9789,2.9693,3.1895,0.00,Healthy
2.3895,6.1813,7.7341,13.58,Degraded
0.9297,2.6220,3.5213,2.43,Healthy
0.9301,3.0778,3.0032,1.89,Healthy
2.6440,5.2940,5.0133,10.22,Degraded
1.0218,3.3072,2.2114,2.27,Healthy
0.8131,2.7115,3.5489,3.78,Healthy
1.5867,4.0624,5.1085,19.29,Degraded
1.7074,5.4632,3.8283,12.50,Degraded
3.6489,6.9623,7.0000,26.21,Danger
1.1949,3.1313,2.2312,3.58,Healthy
0.7767,2.5161,3.1181,0.00,Healthy
1.0264,3.0067,3.6206,1.83,Healthy
5.2260,6.7085,7.0000,24.36,Danger
0.9240,3.1306,2.0461,3.02,Healthy
0.9378,3.0065,2.6234,1.27,Healthy
5.0059,5.0000,14.1618,24.79,Danger
5.2049,6.1058,8.8698,19.40,Danger
2.3336,4.5861,5.2055,11.13,Degraded
1.0193,2.7614,3.2184,2.00,Healthy
0.8837,3.0937,3.3862,0.72,Healthy
0.9140,2.9838,2.3697,0.00,Healthy
0.9394,3.2986,3.0233,4.53,Healthy
2.2615,4.6075,5.6413,11.25,Degraded
1.0826,2.8304,2.4244,2.46,Healthy
1.0493,3.1934,2.4186,2.19,Healthy
1.0160,3.2184,2.7339,2.68,Healthy
1.0214,3.1580,2.1539,1.04,Healthy
2.7062,4.7657,4.7535,5.53,Degraded
1.0289,3.0862,2.9408,0.60,Healthy
0.8484,2.8625,2.8213,3.92,Healthy
1.0478,2.7488,3.4218,0.48,Healthy
1.1240,2.9001,2.7386,1.22,Healthy
2.1039,4.2669,4.5302,10.53,Degraded
3.1589,3.7979,3.7274,6.99,Degraded
3.0000,7.0563,12.5921,26.62,Danger
0.8164,3.1978,3.7954,3.42,Healthy
1.0773,3.0778,3.8434,1.02,Healthy
0.9240,2.9098,2.7326,0.08,Healthy
4.4742,6.1349,11.8371,48.88,Danger
1.1988,3.1311,3.0274,1.99,Healthy
1.0432,3.5578,3.3589,0.00,Healthy
1.9942,3.6661,5.8835,15.24,Degraded
3.3466,7.4949,17.1442,35.73,Danger
1.2242,2.5993,3.2530,3.84,Healthy
1.3309,2.9136,3.3018,2.92,Healthy
1.0556,2.8840,2.8150,2.90,Healthy
0.9250,3.7143,2.7815,3.31,Healthy
0.8487,2.9142,3.1859,6.02,Healthy
1.0409,2.9606,3.3225,1.83,Healthy
0.9299,2.8069,2.6167,0.00,Healthy
0.8888,2.7257,3.2966,2.60,Healthy
0.8465,3.1544,2.6465,2.39,Healthy
0.9608,2.9606,2.9854,0.40,Healthy
0.9379,3.0284,3.8537,3.16,Healthy
3.1947,8.4061,14.6461,34.41,Danger
4.2509,5.8545,8.5625,43.83,Danger
1.0046,2.7846,2.3948,0.00,Healthy
1.2201,2.9582,2.7705,1.83,Healthy
2.3267,5.3815,5.3210,10.82,Degraded
1.0496,3.2601,2.9110,2.85,Healthy
1.0760,2.4484,2.5351,1.33,Healthy
0.8214,3.0744,2.8966,0.63,Healthy
1.0552,2.9599,2.3823,3.98,Healthy
2.3847,3.8935,4.1934,13.91,Degraded
0.9263,2.8428,3.5246,0.67,Healthy
4.6279,6.6414,12.5043,28.85,Danger
1.8632,4.3120,5.6530,11.12,Degraded
2.8220,3.1079,3.8628,16.51,Degraded
1.6325,5.0123,5.4542,14.26,Degraded
1.1995,2.6390,3.5141,2.74,Healthy
2.5099,4.4169,4.8222,17.99,Degraded
0.9983,3.2316,3.6824,5.31,Healthy
1.1819,2.8573,3.3430,2.37,Healthy
1.4188,4.0689,4.6423,11.40,Degraded
1.0039,3.0241,3.1978,1.44,Healthy
2.3382,4.0470,6.2546,10.56,Degraded
3.2881,5.4448,9.8466,31.14,Danger
1.9327,4.2010,4.2861,8.92,Degraded
1.0070,2.9018,2.5430,0.00,Healthy
2.7329,4.2567,7.2922,6.89,Degraded
0.8697,3.1774,3.3266,3.13,Healthy
1.0945,3.1937,3.0220,1.85,Healthy
0.9423,2.6318,2.7954,1.75,Healthy
1.0051,2.9832,3.1670,2.62,Healthy
0.9194,2.5938,2.8420,2.17,Healthy
1.1463,3.0296,2.8624,0.00,Healthy
0.9361,3.8229,3.0050,2.20,Healthy
1.1714,3.2069,2.8231,3.78,Healthy
3.1530,7.6089,14.7450,35.52,Danger
1.0657,2.6578,2.7877,0.38,Healthy
0.8413,2.9676,3.1918,1.91,Healthy
5.8723,5.7487,12.9744,30.19,Danger
5.0431,5.9635,9.3974,28.22,Danger
1.7346,5.3484,5.7966,9.39,Degraded
0.9770,2.8129,2.7198,4.94,Healthy
0.8938,2.8330,2.8834,0.79,Healthy
1.0786,2.8735,2.6902,0.88,Healthy
1.0489,3.3052,3.3315,3.14,Healthy
4.7338,8.8609,9.5556,21.78,Danger
1.1970,3.1995,3.3242,1.63,Healthy
0.9724,2.5401,3.3862,1.15,Healthy
1.1920,3.3218,2.9745,5.87,Healthy
4.4092,8.9817,7.9768,37.29,Danger
4.6714,6.7675,10.2730,22.21,Danger
6.2486,6.7241,10.0284,32.26,Danger
0.9755,2.6396,3.3524,1.88,Healthy
5.0850,6.8770,10.4933,45.43,Danger
0.7785,2.9453,3.5160,3.85,Healthy
1.2312,3.1844,2.2494,2.87,Healthy
0.8775,2.7695,2.8696,0.14,Healthy
2.5650,4.6661,3.7990,11.82,Degraded
1.0590,3.3228,2.8145,0.54,Healthy
0.8906,3.2144,3.1842,3.12,Healthy
5.4506,7.9671,12.5801,25.24,Danger
1.1968,2.9039,3.4301,1.07,Healthy
0.7822,2.7267,3.3387,3.22,Healthy
0.9448,2.8831,3.3858,1.08,Healthy
1.5311,4.8063,6.6735,6.43,Degraded
0.9088,2.6820,3.0935,0.69,Healthy
4.7231,6.7397,7.0000,22.42,Danger
1.8054,4.7443,5.3957,13.74,Degraded
1.1228,2.9375,2.6838,0.99,Healthy
1.0432,3.2149,2.5206,2.09,Healthy
1.0797,3.4172,2.6580,2.45,Healthy
1.9421,3.4314,6.0373,12.52,Degraded
5.4463,6.1478,7.0000,29.47,Danger
0.9628,3.4516,2.5672,2.41,Healthy
3.8435,6.9410,7.0000,28.75,Danger
1.0338,3.2690,2.2876,1.72,Healthy
4.7196,8.3612,8.7387,29.14,Danger
1.2290,3.0352,2.1075,4.36,Healthy
1.0183,3.4094,3.0049,0.31,Healthy
1.1721,3.2898,2.4232,2.05,Healthy
2.6553,4.4463,3.8073,14.54,Degraded
0.9896,3.1135,2.8070,2.37,Healthy
1.1472,2.5758,3.4941,0.56,Healthy
1.1235,3.1505,3.0881,1.65,Healthy
1.0126,2.8417,2.8006,1.61,Healthy
1.0370,3.1237,2.6525,2.27,Healthy
1.7561,4.8458,5.6464,6.45,Degraded
0.7136,2.2853,2.8218,0.83,Healthy
0.9288,2.8049,2.7229,3.76,Healthy
1.0828,3.1578,3.3380,3.71,Healthy
4.1283,6.4483,13.6298,27.48,Danger
5.5346,8.4292,14.2902,23.95,Danger
0.8993,2.7622,2.7376,2.04,Healthy
0.9701,2.6764,2.9831,4.11,Healthy
0.7647,3.2066,2.7589,0.00,Healthy
1.0142,2.9057,2.6746,0.00,Healthy
1.1517,2.8135,2.3576,2.09,Healthy
0.9589,2.8125,3.1963,3.00,Healthy
0.9554,3.2672,3.6528,2.21,Healthy
1.2132,3.3422,2.6911,2.32,Healthy
2.6140,5.0598,3.7605,17.96,Degraded
1.7479,5.5418,4.2328,10.76,Degraded
3.2404,7.1804,12.6832,36.64,Danger
5.1094,5.5921,12.0590,24.40,Danger
1.1961,3.1580,2.7975,0.93,Healthy
1.1534,2.5692,2.5413,4.09,Healthy
1.0642,2.6185,2.8079,1.56,Healthy
4.1896,6.0278,14.9603,31.00,Danger
1.1087,3.0923,2.3320,1.21,Healthy
1.7706,4.6192,3.5000,5.22,Degraded
3.7342,8.2055,9.9824,20.65,Danger
0.9766,3.0025,3.4533,1.88,Healthy
1.0138,2.8799,2.7384,3.51,Healthy
2.5507,3.0000,5.4814,10.25,Degraded
1.1461,3.1152,3.2502,2.69,Healthy
1.9320,4.8125,3.5000,10.48,Degraded
1.0553,2.7575,3.0181,0.88,Healthy
3.7173,6.3595,14.7178,26.85,Danger
0.9999,2.9188,3.4743,0.71,Healthy
0.8650,3.2872,2.9491,1.34,Healthy
2.8229,4.5281,6.0509,12.34,Degraded
0.7104,2.7725,3.1660,2.13,Healthy
2.8489,4.7526,4.7096,7.37,Degraded
0.9193,3.1537,2.5287,1.28,Healthy
0.9262,2.6117,3.2734,1.93,Healthy
3.5285,8.1564,18.0612,52.51,Danger
0.8008,3.4799,2.6578,2.28,Healthy
4.7390,7.0641,16.5174,29.94,Danger
0.9248,2.9231,3.2933,2.23,Healthy
5.7381,6.8150,9.6575,35.72,Danger
0.9578,2.8718,3.2068,3.01,Healthy
1.6760,3.6237,6.4023,18.63,Degraded
1.0557,3.1299,2.7163,2.76,Healthy
0.9508,3.3254,3.1137,0.00,Healthy
0.8443,2.4842,3.0786,0.00,Healthy
2.8999,4.6101,4.3443,4.00,Degraded
1.5791,4.7134,5.2455,14.88,Degraded
0.9695,2.6596,3.0080,3.02,Healthy
0.8878,2.9255,3.0807,2.91,Healthy
1.1737,3.4964,2.8216,2.77,Healthy
1.6447,5.4783,4.7639,11.04,Degraded
0.9650,3.1910,2.8970,2.13,Healthy
0.8551,2.6844,3.2231,3.51,Healthy
1.9278,4.7558,6.4311,12.21,Degraded
1.1644,3.1913,2.8303,2.24,Healthy
2.1599,3.3548,5.2157,18.66,Degraded
1.1507,2.9985,2.6895,2.32,Healthy
5.4467,5.3968,13.3056,36.71,Danger
3.5442,6.4093,7.6509,36.85,Danger
2.1553,4.4072,5.3376,9.20,Degraded
6.5755,7.1243,11.0379,20.43,Danger
1.0289,3.2315,2.7620,2.29,Healthy
0.9285,3.0421,3.0918,5.07,Healthy
1.3035,3.0708,2.6234,1.90,Healthy
1.3000,4.6112,4.6174,12.90,Degraded
5.8219,6.6278,10.6385,30.40,Danger
1.9515,3.9734,6.3622,15.00,Degraded
0.8833,2.9000,3.0161,2.57,Healthy
0.9350,3.5864,2.9046,0.00,Healthy
1.1013,2.6722,3.3287,1.88,Healthy
1.0882,2.6809,3.5801,0.79,Healthy
1.0155,3.2815,2.7364,1.73,Healthy
1.0360,3.3948,2.9898,0.31,Healthy
2.5294,4.3307,6.6403,13.61,Degraded
1.0627,3.0452,3.7202,0.00,Healthy
1.8334,5.4428,5.5362,13.87,Degraded
0.9211,3.5195,3.5844,2.80,Healthy
1.0623,2.7546,3.0235,3.59,Healthy
1.8634,4.7874,7.0709,13.12,Degraded
1.1182,3.2824,2.9794,1.16,Healthy
1.0411,3.0125,3.0708,2.23,Healthy
2.1614,5.1202,4.7657,16.29,Degraded
0.8694,2.9588,2.8182,5.34,Healthy
1.1001,2.8126,2.8311,0.83,Healthy
1.1061,3.1661,3.0231,0.85,Healthy
1.1804,3.0659,3.4497,2.86,Healthy
1.0112,2.6203,2.9916,3.00,Healthy
0.7625,3.7978,3.3028,0.94,Healthy
2.0433,5.0722,4.2937,7.11,Degraded
0.8563,3.6886,3.6292,1.01,Healthy
1.7655,4.2445,6.4507,5.70,Degraded
1.7631,3.8486,6.7939,14.53,Degraded
2.7921,4.7877,3.8563,10.54,Degraded
3.1331,5.0000,14.6967,19.88,Danger
0.9975,3.1243,3.1905,0.00,Healthy
5.6929,9.0191,13.2769,26.33,Danger
2.6530,3.2143,3.5000,6.62,Degraded
2.0801,4.7937,6.6067,11.63,Degraded
4.6678,5.2792,7.5240,20.40,Danger
1.2658,2.6422,2.9827,2.55,Healthy
1.0279,2.9898,2.8667,3.52,Healthy
1.0283,3.0400,3.0065,0.39,Healthy
1.9006,4.5434,3.5000,16.95,Degraded
2.5499,4.9945,3.9136,15.14,Degraded
0.9159,3.0589,3.0723,2.27,Healthy
0.9864,2.9046,2.4316,2.05,Healthy
1.0023,2.9624,2.5246,4.34,Healthy
2.7276,3.7743,5.5084,11.45,Degraded
2.3247,3.5840,6.0044,13.24,Degraded
0.8853,3.1235,2.8863,2.94,Healthy
2.5955,4.8363,7.7466,11.07,Degraded
1.5944,4.4425,6.7051,10.88,Degraded
1.1990,2.9747,2.8691,0.00,Healthy
0.8751,3.2563,2.8657,3.06,Healthy
4.4790,5.0000,7.4054,34.19,Danger
1.5306,4.5350,4.2556,10.46,Degraded
0.9641,2.7405,2.4722,1.13,Healthy
0.8949,2.5769,2.5503,4.32,Healthy
1.0816,2.8998,3.2912,2.91,Healthy
1.1390,3.0561,2.3477,1.71,Healthy
2.4182,4.1104,6.7055,14.56,Degraded
0.9063,3.1707,3.1489,3.49,Healthy
0.9525,3.3214,3.3322,0.82,Healthy
0.9494,3.1675,2.3159,2.43,Healthy
4.0985,6.8291,11.4139,39.67,Danger
1.4840,5.5877,4.7361,12.87,Degraded
5.8221,9.1761,7.7890,37.98,Danger
0.8562,2.8429,2.9263,0.26,Healthy
0.8834,3.1215,2.8242,2.27,Healthy
0.8879,2.9132,2.5683,1.73,Healthy
4.5990,6.3671,12.0942,25.92,Danger
0.9654,2.8405,2.8138,1.67,Healthy
4.0873,7.1619,10.0949,21.96,Danger
1.0969,3.1225,2.8641,2.27,Healthy
2.5272,4.9275,4.8766,5.90,Degraded
0.7988,2.9729,2.5313,3.35,Healthy
2.0188,4.9386,4.2317,14.31,Degraded
0.7644,3.4007,3.3723,3.01,Healthy
1.0418,2.9870,2.5023,3.07,Healthy
0.9024,3.2422,2.7987,0.00,Healthy
0.9292,2.8116,3.5806,3.18,Healthy
0.8931,3.1420,3.3895,1.31,Healthy
1.0383,2.8384,3.2939,3.05,Healthy
2.0519,5.2867,3.5000,5.26,Degraded
1.0442,3.3310,3.2129,1.71,Healthy
2.4442,4.4912,5.4262,12.64,Degraded
0.9480,2.9328,3.1974,1.71,Healthy
1.1695,3.2739,2.6255,1.46,Healthy
5.7929,7.2183,10.6713,32.29,Danger
5.2530,5.0000,15.0595,15.56,Danger
0.8146,2.8152,3.0898,3.41,Healthy
0.7672,2.6902,2.9403,0.95,Healthy
1.0997,3.0872,3.0249,0.47,Healthy
1.0094,3.2115,3.0091,1.41,Healthy
0.9968,2.6312,2.7318,1.93,Healthy
0.9817,2.8353,3.1756,1.28,Healthy
3.0000,5.2343,12.2074,35.88,Danger
1.0117,3.3285,2.8959,1.71,Healthy
1.0824,3.3478,3.1710,0.00,Healthy
1.1731,3.2179,2.6651,3.86,Healthy
1.1947,3.1813,3.2885,1.45,Healthy
0.7000,3.3196,3.5029,0.00,Healthy
2.0685,3.5440,3.5000,10.28,Degraded
5.2234,7.6020,16.9780,39.92,Danger
1.2487,3.0137,3.0205,4.65,Healthy
4.5522,9.0330,13.2149,29.02,Danger
0.9382,3.0905,3.6173,2.07,Healthy
0.9342,2.6675,2.4602,1.75,Healthy
3.0000,5.0687,13.8984,15.00,Danger
1.0028,3.0256,3.1276,1.59,Healthy
0.9372,3.0620,3.9819,2.87,Healthy
1.0618,2.9289,2.8538,3.54,Healthy
1.0428,2.9287,2.2128,1.19,Healthy
1.8997,4.5239,5.4120,12.87,Degraded
0.9994,2.3930,3.4520,1.87,Healthy
1.1047,3.0972,3.1461,2.53,Healthy
1.0335,2.9848,3.0945,0.65,Healthy
1.0420,3.1951,2.8992,2.85,Healthy
1.0877,2.7556,2.9735,3.36,Healthy
1.0012,3.0119,3.1931,3.09,Healthy
1.0398,2.5258,3.0136,1.00,Healthy
2.5255,5.0858,6.1380,5.15,Degraded
1.9632,3.6329,7.8575,17.90,Degraded
0.9219,2.8310,3.0987,0.11,Healthy
0.9863,2.6965,2.8970,4.63,Healthy
1.0196,2.9445,2.9931,0.91,Healthy
0.9968,2.7794,2.7211,1.77,Healthy
1.0533,3.3306,2.8488,2.43,Healthy
0.9109,3.1732,2.8368,5.01,Healthy
0.8791,2.6363,2.9502,1.21,Healthy
1.1827,3.3569,3.4557,4.57,Healthy
1.1530,3.1278,3.0146,2.11,Healthy
2.3374,4.5200,4.7992,9.28,Degraded
0.9601,2.8825,3.3305,4.57,Healthy
0.8345,2.2369,2.7562,3.15,Healthy
1.0142,2.9774,3.3605,0.10,Healthy
2.1780,4.0236,6.6268,16.83,Degraded
1.0134,3.0377,3.0451,1.76,Healthy
0.8219,2.9001,2.6848,0.69,Healthy
0.7718,3.9461,3.9411,4.75,Healthy
0.7356,2.8934,3.4713,2.04,Healthy
0.9748,2.6606,2.7789,0.99,Healthy
1.0445,3.0256,3.4225,1.28,Healthy
1.0122,2.9677,3.1665,1.39,Healthy
1.6404,4.7499,8.2880,14.65,Degraded
1.3145,2.8713,2.6855,3.56,Healthy
5.7158,8.1288,16.4223,46.44,Danger
1.3000,4.0385,5.4460,10.12,Degraded
2.6330,3.0523,5.9209,4.00,Degraded
2.1552,5.5332,6.5665,7.96,Degraded
1.0688,3.1005,3.8318,3.69,Healthy
1.0274,2.8507,3.0790,1.57,Healthy
1.0227,2.8558,3.4339,1.16,Healthy
0.8571,2.4997,3.1000,1.94,Healthy
0.8593,3.1186,3.1472,2.80,Healthy
1.0537,2.8765,3.1056,3.41,Healthy
0.9370,3.0327,3.5498,1.04,Healthy
1.0573,2.9289,2.6786,0.77,Healthy
0.9455,3.1172,2.7753,0.00,Healthy
1.1618,3.0067,3.3885,4.25,Healthy
1.1475,3.3221,2.8984,2.13,Healthy
2.3236,4.1457,5.6921,12.14,Degraded
2.1964,3.8589,5.2857,11.19,Degraded
1.2046,2.7380,2.6807,1.08,Healthy
0.9160,3.0552,3.0588,0.41,Healthy
3.0780,7.3611,11.5833,21.63,Danger
0.9155,2.8878,3.7328,3.08,Healthy
1.0812,2.7727,2.8189,2.25,Healthy
1.0238,2.7510,3.0195,1.97,Healthy
2.0130,4.0383,6.4465,11.68,Degraded
1.0968,2.9656,3.1764,1.88,Healthy
0.9074,2.8701,3.4279,1.09,Healthy
1.0244,2.5686,2.7457,2.89,Healthy
0.8176,2.7980,3.4055,0.71,Healthy
0.8656,2.9149,3.5055,2.61,Healthy
5.2252,7.8783,8.6722,34.74,Danger
0.9975,3.2852,2.6814,0.86,Healthy
2.3860,3.4695,4.3425,15.10,Degraded
0.9160,3.4004,2.9928,1.98,Healthy
3.2713,8.7296,9.6546,31.09,Danger
3.4804,5.9332,14.5896,28.56,Danger
4.0119,7.2512,14.5002,39.03,Danger
2.4928,4.4210,6.6829,12.00,Degraded
1.0837,2.8717,2.8314,0.16,Healthy
2.4972,5.0029,4.2704,16.14,Degraded
1.0923,3.3221,3.1204,0.21,Healthy
1.0552,3.2990,3.6826,3.47,Healthy
0.9336,3.1881,3.1827,4.03,Healthy
4.3406,8.5712,13.1428,23.06,Danger
1.1152,3.1602,2.0000,2.36,Healthy
1.7425,5.5443,4.4746,8.92,Degraded
0.8991,3.3349,3.1596,2.56,Healthy
3.2207,7.9286,11.2081,23.08,Danger
0.9960,2.9332,3.0191,3.08,Healthy
2.2006,4.9271,3.8914,15.59,Degraded
0.9313,3.2487,3.2791,3.24,Healthy
5.7477,6.9575,12.3593,37.49,Danger
1.1036,2.8540,2.9887,0.00,Healthy
0.7853,2.4455,3.9498,5.44,Healthy
0.8274,3.0089,3.0629,0.34,Healthy
2.3481,5.0123,5.3968,8.40,Degraded
1.0009,2.1188,2.8517,0.00,Healthy
1.1246,3.3732,3.0984,2.82,Healthy
2.4478,5.3042,5.1257,9.83,Degraded
3.0000,6.2702,12.3248,15.00,Danger
2.4451,5.0144,6.0050,10.42,Degraded
3.4841,6.4803,13.7000,23.08,Danger
0.9395,2.7235,3.3370,3.02,Healthy
1.0482,2.9794,2.8181,1.39,Healthy
0.9033,3.3022,2.6846,2.76,Healthy
0.9685,3.0197,3.3862,3.50,Healthy
4.7584,7.2784,9.3972,15.11,Danger
0.9460,3.1470,3.2431,1.64,Healthy
5.8141,7.4887,12.0838,36.38,Danger
2.3581,3.5506,4.4010,10.33,Degraded
0.9280,3.2272,3.0652,0.72,Healthy
0.8611,2.9195,2.6347,3.21,Healthy
1.0278,3.4332,3.8764,0.00,Healthy
0.8793,3.1630,3.1634,1.69,Healthy
0.9649,2.9595,2.9744,4.74,Healthy
1.0701,2.8316,3.0135,2.31,Healthy
0.7874,2.9632,3.2056,0.00,Healthy
2.1749,4.5668,6.5975,11.15,Degraded
0.9257,2.7675,3.1729,3.36,Healthy
2.7540,4.5656,4.7767,4.12,Degraded
1.1878,2.6882,3.2206,1.78,Healthy
0.7091,2.7946,3.4819,1.54,Healthy
2.2650,4.0528,6.2873,12.39,Degraded
1.0237,2.9824,3.4052,0.00,Healthy
3.8590,7.5530,17.6684,39.70,Danger
1.1308,2.8410,3.0960,3.42,Healthy
1.1117,2.7718,2.3127,1.92,Healthy
1.0054,2.8914,3.8795,0.00,Healthy
4.4470,5.4730,13.3498,22.86,Danger
5.0577,7.6622,13.3219,34.02,Danger
0.9881,3.1830,2.8108,1.25,Healthy
0.9769,2.7730,2.6825,1.00,Healthy
1.2643,2.5405,2.7745,0.68,Healthy
1.0191,2.6972,2.9220,4.74,Healthy
4.0047,7.5386,15.4067,17.89,Danger
6.0467,8.8276,11.2910,37.09,Danger
1.1444,2.6077,2.6269,2.34,Healthy
3.1202,5.2518,4.1741,13.70,Degraded
0.8811,3.5177,3.0360,1.01,Healthy
1.0662,3.0816,3.2996,0.88,Healthy
1.8918,4.0122,7.1240,16.31,Degraded
0.9644,3.2611,2.6533,0.17,Healthy
1.9010,4.0040,5.4975,13.15,Degraded
1.3406,3.7945,4.8034,15.43,Degraded
0.9632,3.4848,2.7305,2.57,Healthy
2.6147,4.7639,5.2095,13.47,Degraded
0.9201,2.8542,3.6786,3.15,Healthy
0.9331,2.7848,3.6755,1.82,Healthy
0.9404,3.1509,3.7064,1.42,Healthy
1.1426,2.7272,2.9634,1.81,Healthy
1.2890,3.1870,3.0683,1.40,Healthy
0.8977,2.8398,3.1730,4.85,Healthy
0.9495,2.8560,3.6455,0.00,Healthy
1.0590,2.5031,3.5491,2.36,Healthy
0.7824,3.2367,3.1736,1.08,Healthy
2.1422,4.5335,7.0873,10.73,Degraded
1.0137,2.8915,3.3637,2.55,Healthy
0.7766,3.4158,3.2635,0.00,Healthy
1.0733,3.1076,3.2815,0.00,Healthy
1.8889,4.5609,4.2052,8.29,Degraded
0.9504,2.8452,2.5837,0.00,Healthy
2.8418,4.5366,5.3765,13.52,Degraded
0.9490,3.2709,2.7093,2.08,Healthy
0.8697,3.6031,2.1733,0.90,Healthy
1.0265,2.7533,2.9932,1.76,Healthy
0.9934,3.0862,3.4640,3.12,Healthy
1.7706,3.7819,5.1936,11.15,Degraded
3.3595,6.7864,19.2070,15.00,Danger
1.1600,3.1340,2.8967,0.00,Healthy
1.1317,2.6371,3.3347,0.00,Healthy
2.0956,5.8935,5.5316,7.98,Degraded
1.0414,2.9979,3.0529,3.22,Healthy
1.0095,2.8104,2.6073,1.32,Healthy
1.0149,2.7077,3.4158,4.81,Healthy
